region,tier,division,summonerId,puuid
na1,GOLD,I,tMir2kmKjgf1qbH-HZfLLlvRiLHx8UAvGlUtKnXRcDF7KOHw,Gw2gESNX6OlriIOHE-k9LgS-UNfmvZZ9ky_JTgDLowUroBQjfSGpdAe3Te5UJJlVPkSXXikuH1f2hg
na1,GOLD,I,LAZ2xD_dSz8BRRbe3BJSIqXEZ1yGX5sxcHor1neekgIAwGIy,ASUwhhkBbudCKJwe71iR17ksIcGlCGvoQCQSb1mNi8M9B7ZqVGCxJAQoJOGfOptIqtoV8G-Yl-hPTg
na1,GOLD,I,ufmaRX0kL4UyqxYaBkz9vlhn3rW6xNvLp8Y9uDh8spaP2-0L,AUo8H76DbPiRqiBQOl-F7CwaHua4E_PKqD11wtsrg254G5emS1eAAIyKe8V3tQxWjUcOOnfdDXVNCA
na1,GOLD,I,opdmLkdrcRpkRlexKw_vuQFGjqiNoGuYI2HPBm-u9qP8G2cr,PaDRrSdYpH6OK-5jZK6ORSsqOFc0Amzz-CamBJdSGJOxIW8LEw-SWgUZzKUmrfMctJsq-VBvxwwVHg
na1,GOLD,I,OA5lpucgkGeAJQ9T-NfoQ5pOZlQuIrCIQkD-wSzi39KeemkX,sEdJgeBgN-TCmuM2GMPRHbv8Porpa0XS-lqCPPmKuu-7wwTvQSz7tSrbtz4cGROADOnjaiCKIVnLhA
na1,GOLD,I,PVGT7qJcb4Xk6hjMUGVP4-aNHZ8CUL2K3oskDMyEpr5BIqxz,0xllc_2wGLK3rgrhNEHeuSOsCoy-f8drtydLcT1xDIEhISlr_3nHPjK_YA169idyIndQKX3Gm0lasA
na1,GOLD,I,uab41xttnkoUGseysTd7cuJffHbOdTlmeGvbN2W6eQdzBAGS,ePNUqasWlyWrag5hCurqLR4zH2pdTms5JF4p5Lpj88vhRVietX7f7jWdYxOU1uJD1OGT90FKS8CEBA
na1,GOLD,I,PL2N8L9PhziaMKr1Lxx9Bna90CWr8KLRk1jLEUUPu7FzETNM,El3NWGg0efsMkJHWEe4V6qehPoERKlXOP49bInELYkmayKnrFdQZrtfAY7TI3jLI9G1IT6kf6prjhw
na1,GOLD,I,-g4U4-5RV307uw9F3q6Eve1EPF7w9OVpPKQvAswLMQGTNeG0,ToHayJnCeFqJQBtTiQdqMAGdd7L2Dz-jUuIV_FLe0Hs5mkIb5S8Q2ofEaSx25Ww9z1NKgaU43fKRYQ
na1,GOLD,II,BaqorlyNgKY5MgTEX0lOFP4Ov3k_wMRzrw3FLPHPT3Ia_O_O,FymzIcsvP19CKbD3ffjlj3L4dfqCulMKPB9JELsWrPfPe1sBYuJ4cffTOHAdSksygItTSNo0fuih5Q
na1,GOLD,III,RJJVDWLLdG2urJmdhslxYlYu3CuCsCXmUZrnYe6vWiOEHcGR,MK_Hf_tr3soFo5hrq3knLSkSwtvk22Tm_V5tLiplUUBdK6OejULj4F6znqiYtOZsWxQLEM2nejSnIA
na1,GOLD,IV,E62e6nYzt2snt88TEP0N75FUcy-JW0nykSkrqXYHpOh7OwxZ,wtVB35__yGECNh1hRviZJzzvUI5sXefuZ_bqPkAAiXhf3iWfHJL6clTrEbz38RW_e3RMWZbLkriu5w
na1,PLATINUM,I,RCUGfU_luAXD5EGuVzrD7OPjMWzIdj3CY6vT4_U7XMcY7enl,GYC2Bdl8wkSJgz2aeuy2fDBLSWlkYRg413uNGgNRhGFpaiol2wxtyRcHdsT-p078Lj2RwtT_Rhh4qg
na1,PLATINUM,I,1po7_KwsmKZMMrK6_Ri4vcoFquraFqqnLOYjpk5EAyXgu_3t,kdA23Ib6v3xs4C-_jPnd96Z6DLON4xqsyFwMCy9DWOmtgziBimqevFQ1nfxWYMkP0zbEuGckYkC6lw
na1,PLATINUM,I,30IKikUg1qYXOVgxOT_3ZkYyodyx5AThvR-zIOqtNDmVFgsp,XMyg9SrwwSNdTqWfCSrEG6G07LLJVChTgAsqu9dgA667Bmq8Jza5bkV1Ywz5NrImYtUYclveyC0fXg
na1,PLATINUM,I,xSKM2xlcmBzfcQOViBxuxFb4S16m1e7WN-rTeyi6GBSOJ3y8,Ox1Ivfo6AeLbTLjST2pTMCaAGhy9fDUt6c-fMEXXPFgkX40p5r5WUWnH52gODNnzbe9PckTOU7Ny4w
na1,PLATINUM,I,7M83vKhs475EHEqNkts6Y3fDXNvWvmpKViKR_8EIsstehsf5,H4euDRRUEvIaQRzlU-bQdiBa3oApjrgg3TcblrxUiJyMNlvBGA44R6zQQXt7uv-E5CSuOIxuwXgk1g
na1,PLATINUM,I,I3QNgLkt95CPpPkELW_tB7o3vgQoAmFD58ztdNN0o8BJ6q79,lJU1but0zFAif0W3a_v4QlcP7oKoEk0aLBrjrEgpX4gqhLBF7ASIwILSJriFnzDgHu-GtOpfedX4mA
na1,PLATINUM,I,gN6Rz2DSQTcsxzsqV3J3SnEQVmIgC0t6kNENTvpAs0PKTCQ1,cJSGYWcHNeRObwAjczJu4QiiXAn2gjQP7nmmG_G6lX-AcOpea-VmXOK9QKAg_l-eQa_mdGcRM_lf5g
na1,PLATINUM,I,V3_vQ39UYFh0jaluxqwKPIVjgNWiU4Kq9KZ3k9Lw2fbOLPtB,dlBurO0N1K_ALia7lsQn_gyYTD8abns63naDeSM6BmSfYAhgSZF_G9rsxCA6ZaPjSTWUAEyLE_xOfg
na1,PLATINUM,I,iIcLnVzoz5sN5D0bIy9-QQcUQGH_SSPnl8VpxQYDJT_kChxs,1iTQ5-IJwZAsgJeYiTMqkCxdZvmHj3GIXZEdPoIcJ4Ago3HoBuA9JOqKs43Cnj6ZLt7ALPOVkTSCkg
na1,PLATINUM,I,YLOhm7_YzPo3yxbqO5gZ0W1lPtkpTx0OB6F5vBwEz8gv6GJC,liSvuh8ffirYv1pwv1meie5GA-98QUf-ZskF_eobaj0mx532q_D-7rQjhu3fDp1QVN3Ta4as1p3Dvw
na1,PLATINUM,I,oH1njFqWkFkciWiytk-aqyZOSju3VFtHNlOWEU1xB1eqde07,KCIGTn-iNAkHCwFJm7K3RUHEtWger0hfEcV7VA5wofd7T43rT8rUjKi4e_nCgBRBJGGd6WDJ6wTHTw
na1,PLATINUM,I,dhw6H8vJCQyfEqxd6FortLfNljex_VsEPbYSRMa51XPPX4s_,d5kcKpZUCoBWV6xStp6sJrXCfySj_OWRnnd_m_uDxbEYWs5IFhsZdD534R94vxKhcBosQD_s-MnaoA
na1,PLATINUM,I,S4e6TvAsn23HlwpYhrveFPBa8lNDRlHCe11wbTUb6Vz-qBoc,krdTpRwnDlmv4h82_mJ2suvKmGEOlk_C8rXc1H3uI3CYXo5hZ1jbxCTxjvi8wbjbuYhk-cImQWcO0A
na1,PLATINUM,I,ripZh-593BaoWJBHK7vXkork2oZgoGF5m_EAjJcNeO6q4O1z,M0CPb_KBPvcJ-zsqVcsnREZUEkaen9YqLQvN10q3PvwtpN0kuP6ikxzTICKI4shqQGClet_tCnrAOw
na1,PLATINUM,I,tN4HUePAcVO8PW1GVDmnf5Ylc9PWMEt8NfEYgnnYSl5M-EdZ,2fNKFhw7RCeCcK-JH6AY9DL9wOIPs6QkgCn8eM5GPVlGYV9R-NHbZ7nGU6dK3WISOOjtbZy5_S5BKA
na1,PLATINUM,I,ZQORlV2MVPY7nMMh75Rd7WFNHfpPSEwpzxOSnN6O1h3PcI5n,mXLqPA6Okj9C_-_y5Oy-c7YT3XyYsYK_3648tRGAGfv7AlFxRAdMRf_OhKcusNGOt_zH-2A-En0-NQ
na1,PLATINUM,I,1iibfGERhh2nuxWWZp7nJxD2xRNodracNoa9Cqv88U9kgW3D,MqUfcvmT9MvMalMHiF9m24QAVNicSb6CauIui_kP15jWTuLsgkPi1Os_6rJoG5ffhPvzunc1cERxaA
na1,PLATINUM,I,yGX7iXehX6Yk6fObg2KaT_gYHPX-OvEloEDvh-CiCSrrjzW0,8hgKJPx28TfmnmYbzPKLqH0udLn8Plml87f6r_ZvsSskOfDytcUIWiXkj8AkuSOQIdDFMThmQy8IWQ
na1,PLATINUM,I,Id5MIaz6NDmGal4osnj6lEKRGGxGjeX8GIhaBfvV5f-9AHL_,95m7b8TNxIHBhN-__-X571gTZ_gkc8rYljHuxPMqCXRUc4ux7avX73ox67mi3EX2RpFzXkmvPboSiw
na1,PLATINUM,I,lzYCZMUdinsnFdAhUJ_48frb_8TKfkfg7_ucS5exsBTANSqD,ICYZSbb3nqzka59CI3IFxgY8XHOf_BeqsillCSAq85779xeqZyquU-d8LddzmsJA0vQu0OAWihYTIA
na1,PLATINUM,II,iJkmGArm6FjyKzqcrL8j-Mh0LXuqH4cWCUI5vk5NiAI7tCnI,3j7x5I9CQHG6MfMYx3EEk1NJhaBT3SPhhmkSxg-ggj3AYsTEHtibUAxDv0JQsa6DmH_kqAAbVA4mBg
na1,PLATINUM,III,XXpW0Puv-abLox9-X5eZNXkbEvjGBRbF59t0tzAWrA5uv_ZZ,DiOuurQUve7gOfqvDQ92RhmiazVOkkhT4_ZHuMSiqADWImkCAY6OeGG4XItN6f6URqWbOLJOFE17Ow
na1,PLATINUM,IV,5y-Mfjx-lUM4sH-20Iqn_MMGJzB-siFq8luxiVAhl6VWjDUz,aFG6XJzaGI__9nso-9RU8-VEteV38dZdzYCzAethhLSFWlGNEgpF_d9vgshmwVSbvr-yJdmQ0AGDvg
na1,EMERALD,I,Kcpbg35owpJncr7h3Q5jyaclEqHNzQ0Lz6k0k4z75yIZfmel,48Rg_tWAVupIYnBHeYWAQVY1GWZW9z5eVTq5slzVqpu01oYJCRbBXz7WU9plveYfqtqxLAYkThxBFg
na1,EMERALD,I,jUtBEWA52XchOGRJxC_-qNBQzoy0Yh0OyxcaZziAA3uriwkD,z_nBlC6A2K5pwcHgZNhboGzySiI94QU87SeoDf-SAq-x5Qequtr3xac_yQU6axIwSlDaX7ObAX7fmw
na1,EMERALD,I,A3sJElcZzqsZek7HYIGRpHBOez1nWz5k2UJs9N2w6Tmls42C,-rqIWMcQBUSSJLgyJIfLcH5oDzhmbTFJye3qckhoMflul-GEBAf6OSDvrFEXsBvR99QBEJNMbRckMQ
na1,EMERALD,I,1sKpeBlDNRll7IE8wXIPe2TJOuLESP_3jZ2inRxOGy8-oPC2,yoGUuSmL5OBg_wwegP1Y15z71j6umbludlhXl2vN4WYct8o8N1DbNllI5wOMZLSE1od-Xh5ybPDVlQ
na1,EMERALD,I,8mUQyKJ-P0weh50H_qAh275jQZZbD3OPj7H8xcGUCjl5omLv,TCmq5H_0tIC6hNlqlDRRCdEPXIUuGvqPmjAhLJ8D-WC98OPiKXHDr-5D7LOrpOkk8buVVCRmOYMulg
na1,EMERALD,I,CfZsP25RP3NtTZ0wUzLM_uCZ1k60tCPFmXgo3Rkhwo9IF_mI,XB3SUNEB0Is_smtpdBjl0bYvtMRS1p69hjLqhKw7gdp5Sh2i4gz3Cd0GpxIVuMmitft0wT_8fr3RGw
na1,EMERALD,I,951ag77ehmcyuI0PTqSd3r0Gx9hi4M-OgOrNiDw8EZ3MYHfR,R17qYeqmQN05qWUkprSTBrLFkXvEmTF0BZ0jM736wphsbQ5jh2oZu7iCwhGZ3sEJoEnqKxuw0oVjHQ
na1,EMERALD,I,iNXyZ3m1EE66AIbLCTv38zRloeP5jIXjqkW_37YpZ3We7wDK,V6KLd2_cfrNPV7LW1TUOQ8CJnpB0JPqGKsLaJjvqaieJayGZ7B-ecg5K5Bco5QUj_jMNI6BodvoLew
na1,EMERALD,I,VqPe8ZHs9qpLo9h0feVhzXsszcliM3As_uqcg5GnmYQTuOCM,dJiL4uROmxS4_w0nYQ7yeOd7xtdke8ovj7EXavqfRKgWXaLuQMQS6HHBDr5dijsgt_zA8QjXDiOa7w
na1,EMERALD,I,kLJHfSw3LARPTCuBIYpCSaU7lBSsmZYwFYhhImavZkTxuaQ-,pWlauJMm785xJ35XAssJWuuDPW9XeY_voomWKsvfVx9EnUdW3Iy8LAdzSTReUYFWyvNQNOvFuSVbTg
na1,EMERALD,I,YMvXe28cpOJ7YiJXw55_8QcxSSNPAHVBSkbsGnmJCPNnHoQp,6MkuR_1areIJ9I43s4wbYb6dgZyNWWg5Ia14bQrHIz2NDr1Cpf0KicoU0WdeY3OCyuciSpsHXIC7Wg
na1,EMERALD,I,dS_82x_RzaGbHZKd7UNluSmrzX8j3wfmmcy3_hz6KnIhhqHR,w0J86ON1AKo9L1mEUDg_YIYyqL9P_TLUZ6eIVcQdUv5U43OsIz3dAYtViNuC6tFgU7OMhss1Q7si6A
na1,EMERALD,I,6Cqz-xJdcul9iTLn3PyrIm_8l7Tmj38zkUkp8_BCn1ORmW8H,Cqo2JF5iBgPpye1y5D9rVKGhoQzwEXiNsHNWT7XnerjjsJviOVv3hlcV2Ympnz8708WemUABN_V8eA
na1,EMERALD,I,hRg2atH8eR7A201LLgloQl3gh9FAZpjgOvr374q0cA6LX3bW,Dsw8_w9Q79QiYnu9joKsaYKpM13fcRGBbFFPsavDFsJDxC7C0x6KIfsSm20miOoFeSligGPXmb3yKg
na1,EMERALD,I,zHdA2XaIKAyadHni-13ekG4rMVjzigIaRtDBGT4ygTnhO4yB,5HhaCWX7o5L941S84vnUY0LO8WJH1tN4iVJtHaU6gTG5EB-sgjbFZawUINzPI5xQ2FMlC9Yyj6k9zQ
na1,EMERALD,I,8dX1EU1kvW_3HpRDJ8DCOXfKZa7V2xzFKXeQmvgPOywQfkLE,_WZecfiIPKFke5M9gbLMURXqpj81Yle5qwXb3S1yfouP7k1dBuDdExKfdxrbPT_W7l8IRc6vWHOGgw
na1,EMERALD,I,8erfexUtpZ0ywnZr-EowV3yY5O9zs0yJp_XFNtllwCNsYIqN,M0tnNdFdaOdEobJELj3rS79cZgSaFMjXrRouy-S9SZsT2SLqkm7k_19fY6PFskhUUQVwmI5SL-9P6g
na1,EMERALD,I,8F6KCIuGH4RdNbnmZD6Gc0LB7wwJfMvZDcdlbkWwU08xBCYU,wHOTZq0UcQBPzOdbUIDZ1VzAzhRbfva99hOnO-KgBbOfP-DrPLPTXksjPoArEQNdR2lgd8Xi2NaktQ
na1,EMERALD,I,JNq4-4SwCVFEB5HKSeTg5icvigVa9ApfmKQ5bEk-CmU92vvz,YpUxpIXcmGSSvhZCNFZE1B5L1PU9ie9t07Wnmk9vojqDpCPQrFuwIsk0rAqZAIyoRMjFWWKwfly5Bg
na1,EMERALD,I,G_OG768U5vMmgcFBVdzD_j7qFFlYrZSe6mRhj0X2yqgJLjti,1x7TJ6hl0VHl95bVAwTFx3h2UWyK7-d4WVNY7_kV9FcIW4vgjmWV0RR2pImm_fSIzOmqmpuyGFpbqA
na1,EMERALD,II,cJ6Ss8M7TaAFhicGjlvEGm77V6PoDOxFsNiaSHO729tPrRus,I2PuWkVQBPwUu9aRZYUhxGMiqVYhXCB8MWGWSE0eHjnrfVmK6igPU47BTYUB3BfqB_gIF_YklFgm1A
na1,EMERALD,III,8-IT8ZqJA3zLvVcD_b3N5htIa_dRtX4Pv3x77EC6EYs8J9UG,nNOLJ3e_BvIPcUHBoX5_f8z4aoYElLCtFf8Cxt0E0QRqq2PL3GYNprq582dtW6J1jN9RTd9Ym6M8bQ
na1,EMERALD,IV,LjY2YevomORasMBMVMC0e1VK0XbW8wJDc3Jb_Rdn2U0g_5ua,rbm1dg3l9Yz8UPa-LuMjP10SHN_6lWlEsv3eeD3EQyIZJhMgOQS3ZkfS06PuVZrgkwTML0k5D2i26A
na1,DIAMOND,I,1w_42_05z-2UVnFpz-CvjhYD-49aior3QsziGjziLBicnzOW,EZfVoeUTfoxcHJYWKBtwt_Lt8on2Lmho4lLAYaNc8kAsK0Lx7wtV2bhYs_j6Ql_lll1dK9dN-gHgLA
na1,DIAMOND,I,gLWMKP_L-SLZWjma2l6sVU2sARSjg8CbzDxo5yYsjRBYTR0j,ItSrdQk9B_e8CSwrZC0Y2GxvBkPX8E9v6PueHMyS3cjd3mrUB0rEepYra5KLyEQNZzYpTXMeBRl2tw
na1,DIAMOND,I,3VL2iLzwe16xO3xUuMxje8vcVdU3PaykvLGbEoG_5vdR0ktK,2BxMZ1qNFoFu-h4jAIq0xpeWcdlizNis-hVCRp07lg3USVRVCTL8K3019aINNrqw4T9NKOMrIakcoA
na1,DIAMOND,I,iCpcOmnQVrwCHw8I20r7HX7IEFlTvriARtbksnq1iJeL4n5y,FX_PfKAvElTNXtwS4eq95wYtA7QENG7ck_-eVN-td9oMog7lTt_HVws8JGSJiAPZojSz0owI3uKBLA
na1,DIAMOND,I,5bSR2fARrGTdN7B9sMWI6o2WIopLyoVSBxDvQv2H13RW5Muc,FcSmQq7lc0AQ_qesYpeYDTRCCopcMHHEmJkXqa7dgjckr05Me4nCdPAHqa278mQXVrbZp58t2lc4bw
na1,DIAMOND,I,JJYoLIFCiun9y01sC5RCOF0ceqBOLMxiSdK0NaWeXzCuXJXR,xpXSUHnq9I9kztGmNWfiWY0pr-N3AYq7zcE30xjYtXoBXForf6-n8klX1PBvurdlZ6VkvM_dZDy2BA
na1,DIAMOND,I,Xq0gkRtE5l7_FWLQhXtk590ZhxCpB29fCVYx-FVyHv_ovIuS,Z07UUFYKYN88lkewHA0dq2h8uwtNtCEHk_yZqTFWGC43lPUV0uDdPOlh_zzjVfdGHp6EsmsMAHBswA
na1,DIAMOND,I,SXphHgNf9Q9z3cAi7z-WkFWUhVyZEHepmtzwwyt52esKO-hM,e1k86aIwX7wqAL5EtpA8jCXNA6zdWml0oBHkxaOSW6Se3zDJuv858sw8JpgW3WavhWqhdqYOF1KqEQ
na1,DIAMOND,I,z2zHAH6V6ISJ67TnFdXv5ZA6tq1OUbeDjICn_tOmgzFCapEj,Ae-bCGf8hkupoW5HkswRRmqeT0pwAUteiGj-6nLcUzeJcsD-dTqm7xlO7zcGNHfSD3bhvyRHxGHbrg
na1,DIAMOND,I,t2-7kpWlpgQCaOu7acnUieLoBGsLTXPb50orz6jpbIitZjRg,jRYf_mwPYw7By5txex8IZibrG1zIOtAy32tY-bOYTWhNLd1sf20X6PslEWi0W950DIfSnRZSKhjjLw
na1,DIAMOND,I,EqVY1hmnLoKfAAbrnAn5mZ33UceUYhBVgTq3Kp6AGgBkb-IY,iOQHLPk4nRQXxSWq5iS6HVvDCg9AXiu9sRvlQ9wOri99ZJ2cTZp4W_3Drt_HrJgpAoCLrcEglsXqSQ
na1,DIAMOND,I,W9jP0bGS-lcJIpbfXGv2vkOEG4E3ep203-b7yx7PfpRmXTr9,YrORZ1h1jItWxpF6LVEu1RRdIemnJV6Ut6xel85KrMevD_3fk_rmTKfnZjj1bkwo-MImmX9lTGMQwg
na1,DIAMOND,I,f0p72NfcugPPUejIIhM9FTYHx6PAk4b5CWSXiZzGgGWsDF1D,EDfHZkCnM3xmcqV94S9gwcI-eHhwGW6lR_uA7PRoIbvX-gc0Pi14Ooz9kpgQT8WNHq5rpLFqg0Bmgg
na1,DIAMOND,I,q5nofKls2AwEx-uVlJ4u1Ah0ZWlNqp4Th2dQdDxqZp6eEE3Q,rv644DcImpCXgoAAx7PSYM3oMBBfO1rLRBwDE30n4rb33JIycPSvq_0wimFMU6iszzMHAKqy66Dnkg
na1,DIAMOND,I,4JIiIll4oGet6KyrRdAKRJikxiD3ud5DnGTIAUMb-TMhZK7v,FDPDIdaSVvDY2Y0s7qP82yWeVZTR8EjxNsVJXxLgl5stB58f6s48nXN_U9Ig6KrhewZ0Yn1J52NOYQ
na1,DIAMOND,I,D46M2x8Qn3_nEVi493q6YCFCBxUWM8ezREEwXICdzPHKxD78,3LMg78Gwz7DzlGKbnwn9jcxQsMSfTbkdXx6NSUqmqydG8jvzqNX4lehTFTVU1pjO97GCMYCc7lAIEg
na1,DIAMOND,I,5KZ1jI73apIg53lLX5hwlT3Ad_eV-h0S3uYjbX4qRwCxWEL5,DYA2DYgD7cWTAdHIe-hKOBC6HwywJ6XrKPAKJW4o-Sb4jhYUiRqDxoMomoVoHzTUd4C2-A7ZNySi-g
na1,DIAMOND,I,Sjd09N7PiK3bXKBkc1rCzqYAC3lTemvy55_7JZfvesFNaw0p,mloobG29rkRBB2YNnzfwT7XIuuEQGvGAJ91RsboMlgmifhBI24heFDpo-9tgyGBveYHlEHZp0P3mzw
na1,DIAMOND,I,ICg_wi6P2Kab4r5wyOE9qVmrx0qbu79joUMw2j0XrLCuEblq,YF6DeziFSX5Fh60ioJBRk80u9SI4AQr5JK7u4d8MAxnnaHSNwhtFUafkJeLcgMThDdKnurLMcBVtvg
na1,DIAMOND,I,LVt-91u3u7P7AM7yDF45LmvUPKzOVrqf4E3gbEUTJdZxeOYV,3V-MoRUkgW5QbTjgAiB2mYyEVJMuUD2NL1c4iBVjmjsTfC5VRrgYcZo7LErH-Ekx6MpmC6ZvOqGNKw
na1,DIAMOND,II,BoUwIcR3NzkopeGIzvHopxE8I960QCSbpr1dPmfJ4vH25hJ_,lyG3bgroiuChWyDv3W3Txty8AqpDYl9MxTTznBB13ex94txQU1kYPl44IwsPeVmYOZpd0LVNf4LFAw
na1,DIAMOND,III,-LsI5K6YLGvtStkg3eYDUlnBBBw6ne5XOw3WFrINUXdE8ZAK,Lva7YEUSlUFzQRD-3b4sAeY1NCC5ePzmDwbNeZhGNW6nvI75RMtffvWOusLVFTF2_jZl2wG8W_WcXA
na1,DIAMOND,IV,kNfCXO3nvLkw4EYI69hz-eEuYWtdsP-aJpwgXqb65bSOH2iu,6jolRuT_6ZD-s0WXDUJArO4kvWModFh1hTrbTyLvrueyphVZHEJD8DIkwq6KclEWnTi5A8ySqtmH1g
kr,GOLD,I,clWzCiNgeKWjbwoxF3GpYl7nTd2klKPOL9c7iySAV5Dx3pnA,e5igSKi79zUD2awg6REaZ7v1PKxSWAcdka8k4x9YFfl7EIUTIFgOhaIO-0SVd2DR_0VJ3ZaR4amAFg
kr,GOLD,I,glW16s7RJv4pTlTAkJS5nHXNJM4iGCpVFrdHU45WOv1j-y7F,GKSM9tSrYqSowutuWbjJhz77btxulX4Upa50eH64JvjPEqIqM7wQ1FxFgMeHADCi3VRGfTDnbzqCUA
kr,GOLD,I,TloTH3ZU--JZ8hRDBJ2I54DwbdditjuGrjMyKYj3lDsgquLO,zVFC-M4NTeJkPH3Bkl2ys2Qj9c4ShhAMGpNN4vYO4W8iFmxyey61xEhpcLyN_w08CyfE1VbHMJkF8A
kr,GOLD,I,_kB66a_8MkqzyOFUq0ee-xU1CTbTr6MyKfq_xrLjbl_wnb5o,kNiThg4YvfvMnMMnaIKg_lZ92Bav4d8yW85f0HsjTttoUyJLhHTrM44uDH3SKcmm0FnvIOBWKouE3g
kr,GOLD,I,UVcseLL5OHiP9g_wekAm1LV6fxzg5BRyQtVLjxAwKv0iP5s,waD7nnQ3juhwXkYlNJCoaeQcooxN88hwC3ehTsyRwWGXyJ3eWnMFVbPOKY9YWOLeHOJuAzGjsqrFmg
kr,GOLD,I,Ldm8N1T6i_F3GNNpmiGNkczFI9p-MrPXz9TkGGHoJA0kMyQ,aKf_YRHBKtAMVjs3yvx9dmg-gNBGyt7AGtfU9kxUacIJ9RtFC-g4YD7KW93vAA71hdaJPNRcDT1xQw
kr,GOLD,I,ieOEJ0Tnog3WErqvqmCysP2Vs6uYeO9NK373QIZl79siLsc,CNFaCQvRduS04Wd3iNqkloMPjkc9GGIcBzQx5qs-vC9nvTKT_g9Qx5VvtN6qRPQsv_AzRoMQ0MOMgQ
kr,GOLD,I,fhSGATQNcvoJwQdsqmUSWJKT9eSwJiUCRdpK-GKGXhekzYpR,7reBOfm-75wMUkNTZyIYPn44bhOEzbOxqcJWK_kA1nAjkxUY7yqP2ISk5i85RqLdPUspn3D_LWqUhA
kr,GOLD,I,z80OatQHvUjeFafYCHsvKDTW3xHmsKEedAl_KCuneVlIBSAC,pdMdfX365Tplo_GcnIEqGKVG7M-GnBFn5n5kfH3YAHQPqc0wHy1sChz3urwXd_JRnE525ZXpm7DY2g
kr,GOLD,I,VcqS_ncU1QdonTwpxBYKlDBYrbEtzp-RJDgVzqRdhMNPGvSB,Th4jlZB_hhP6iV3t6m5HsLFaALjtFwMVDa9mxnXBCeKtnehkZCjobLVreJMcGwm4G2HgtXfEXFHdmQ
kr,GOLD,I,ZEdEOghRmbQijkJQ1kPAAmmSwULmISR6tkLbgETxzpCvLy5v,pTXgnvgl8v1RJQH1AfJ1aKOnpAd0OqFQnkkoWi7E0czXqes4la7xXk1fn1DpREGjMloLkAUWHSFLpg
kr,GOLD,I,w3vwxPEz28waQiuyKzWPqj-WEYzVEIZ6BP3xAHmtyFJrSBkv,WycHVkzns6znXmuVPq42Xn8FLZwjwfIrSCj1q3Y-dAdGYKGHsmOV0PeCezbbTny9dtqkH7ssMHZ5nA
kr,GOLD,I,Q4BE2Xv5d74YaOGloXsJGupawLvOOQBi5AHjLfZDtYiNYI8N,KsYxQoTRPpJn3YALBupP9jqebgdQY8Fygj0qqYYz78tg5uZQfzg6iAUNNzB5WrSJwK_A2ReiJgzAUw
kr,GOLD,I,tePrh2OOgCniMT6P2UGHK_vNkPZSTD6BoQPgQedmABHtOXR4,UC_m1_QnATAi_mhClSGWyOgA_SLJrDXdFma7VUVAaddIaYFTwy2jVEtoOcT84FR39G0hKhpYhHpUcg
kr,GOLD,I,Diw4aXhb8h-m1YcdXBv2OjXKcaCUWPWBhkRAVGqgSzucha0F,nERGKxDaVo1mj-ifk0InIteW6xyOPX-A_kKq2RVkZOoANeqIcn-brm_phhmRrY1lkeHwdRylQbg7zA
kr,GOLD,I,RTRe24zUJYGH94XsNApYFe8LeZ81imec-KzH7oWz4ks4wWa8,toVRKcWeUircyQM9ROmf1jLYSTBsZDzBF1xaNsedmVHK_J9z4lXly1GxzTO2xgDWhQ5jvnPWDZZuMg
kr,GOLD,I,DSy2sT4UxxBhVGwzTBqk_38ioUR63hKulFTHO8d-JkGXSmO-,NZmLgjPIVtZIT6G13SD3WxT4ZnBHjK-buvLCvCu6v5aYFcYESLWAXGQ8gXlRskvYMGzi-RTWwz3H4A
kr,GOLD,I,vUO3Kl32GYaWG9svfh044KuUM4skWvEgE6PhJvp3g1yu-VFZ,DwvZfZ2Er7xKSMNNlVIsiulYZEwRk7iVrfZBZOUJK-EIzetiPiCwND1D9R1RT-6--XQtuWSuDyIQWg
kr,GOLD,I,6nde8wiE0SkLjkGuMR4NrRwQRPWXIUOrepYBVl1L99mqeXzo,I_zS-TWPX6o-z44PzvP964G3gwaJi7VW-QrKbq7dl8SmPEE953rl5dPGutdEWGrkwuOl5QMbbcPq6Q
kr,GOLD,I,CLGHXcKe6wLiJc5fUYXYikNbADcCx7WLDBPzXBjbGAroUGo,fw3oOFcYy-DfZAu68aHK7b7cUzgBibCGOYXOx4GbITYAaVDi7-QFjIGZ7DwdVNfGt-LNqSgL1twr5Q
kr,GOLD,II,RPIuNCmjMR4pMj2AwlTn7vlHBuVhahKSBXZpBBNz9t3VKoG5,fPqQbSEMc6K0pFp-KQ581CxQHGQdhgKuBJVXNyPwpa7jX1FlDJZglMwXGDwwttt4q4bCqdFB5JqLRA
kr,GOLD,III,aym86c_XR0_EXfYZvpVHaOZsEb_qqVJtz77wKdzHuFUwogY5,WVTfd6pNiMO1EfvJo8yPb6eiDJc_YV6BZFPSzHDoQ4wc89ULh3nfNUXPF2AXQ24eXhh3HJQMxMdwwQ
kr,GOLD,IV,NdsXFtjGJWSKf08O9MEyfVFjfAxSdHU1zKeVgd2YZ9HnnSm5,n-8v0t2msWHmIjSxQSmmm2Wu9nsCvoagfcQxPN6WhHcBtwFSzM1NyMB8r0-UJm5m4ik8Z40Ewevtfw
kr,PLATINUM,I,DYVIHZKmdJrJ4ZTLmP1PwMdamXwzzXRc-bWm56Zotc0uOHNN,DD0vT6RZ-O99slP8SM19qgAMQ9KQ_gx2gKth2TCGTba8jvpN4lFwkQhkmnWOgg-ugP2-ARzEjB8FEg
