champion_id,region,tier,games_played,wins,avg_kda,avg_damage_dealt,avg_gold_earned,avg_cs,avg_vision_score,win_rate,pick_rate,ban_rate
7,euw1,DIAMOND,9,5,7.7,17943.78,10193.89,149.89,19.0,0.5556,0.0078,0.1764
7,euw1,EMERALD,11,7,3.58,24545.91,11013.45,150.0,26.09,0.6364,0.01,0.1077
7,euw1,GOLD,2,1,2.9,17859.5,14385.5,190.5,24.0,0.5,0.0018,0.0924
7,euw1,PLATINUM,10,5,3.96,25931.1,12458.6,203.0,21.3,0.5,0.0087,0.103
7,kr,DIAMOND,5,2,3.6,21744.2,12119.0,162.4,44.2,0.4,0.0043,0.4861
7,kr,EMERALD,13,10,3.8,18656.46,9916.54,88.54,62.0,0.7692,0.0118,0.5077
7,kr,GOLD,8,4,3.69,23689.88,12245.0,170.63,41.13,0.5,0.0074,0.4288
7,kr,PLATINUM,7,3,2.72,15434.43,8982.57,112.86,38.29,0.4286,0.0062,0.4104
7,na1,DIAMOND,2,2,7.29,28649.5,13586.0,207.5,26.0,1.0,0.0017,0.2258
7,na1,EMERALD,2,1,6.92,26691.0,12867.5,211.0,25.0,0.5,0.0018,0.1678
7,na1,PLATINUM,8,6,4.51,16164.13,8924.5,120.38,19.63,0.75,0.0071,0.1337
8,eun1,EMERALD,2,1,1.0,11571.0,7593.0,178.0,9.0,0.5,0.0017,0.1974
8,eun1,GOLD,1,0,1.45,37149.0,13753.0,207.0,26.0,0.0,0.0009,0.1304
8,eun1,PLATINUM,2,0,0.41,11417.5,6683.5,120.5,13.5,0.0,0.0017,0.152
8,euw1,DIAMOND,3,3,3.96,25973.33,12748.67,193.0,21.0,1.0,0.0026,0.099
8,euw1,EMERALD,7,4,2.22,20634.86,9965.14,176.71,12.29,0.5714,0.0064,0.0557
8,euw1,PLATINUM,3,2,8.89,32719.67,14844.67,271.67,18.67,0.6667,0.0026,0.0716
8,kr,DIAMOND,12,6,2.69,18347.17,9460.83,159.33,13.42,0.5,0.0104,0.0313
8,kr,EMERALD,10,6,2.08,29129.4,11679.2,215.5,15.2,0.6,0.009,0.0208
8,kr,GOLD,7,6,4.01,31373.0,14544.43,251.43,23.71,0.8571,0.0065,0.0166
8,kr,PLATINUM,1,0,0.13,14209.0,7256.0,136.0,12.0,0.0,0.0009,0.0132
8,na1,DIAMOND,10,8,4.61,22539.7,10827.6,193.6,13.3,0.8,0.0087,0.0804
8,na1,EMERALD,3,0,1.97,40230.0,14647.67,255.33,19.33,0.0,0.0027,0.0839
8,na1,GOLD,2,0,2.37,43063.0,13114.0,190.5,9.5,0.0,0.0019,0.0381
8,na1,PLATINUM,2,2,3.17,47056.5,17637.0,243.0,12.0,1.0,0.0018,0.0838
9,eun1,EMERALD,2,1,4.5,26123.5,11462.0,153.5,34.0,0.5,0.0017,0.02
9,eun1,GOLD,6,4,3.26,14845.33,9916.67,141.83,35.5,0.6667,0.0056,0.0177
9,eun1,PLATINUM,1,0,2.0,17352.0,8545.0,159.0,45.0,0.0,0.0009,0.0131
9,euw1,DIAMOND,1,1,5.67,9940.0,8057.0,21.0,56.0,1.0,0.0009,0.0712
9,euw1,GOLD,5,2,3.98,16151.8,8497.2,113.6,42.6,0.4,0.0044,0.0204
9,euw1,PLATINUM,11,6,3.41,14512.55,8271.45,78.27,56.91,0.5455,0.0096,0.0349
9,kr,EMERALD,16,10,3.33,18714.56,9129.75,134.88,27.88,0.625,0.0145,0.0072
9,kr,GOLD,2,1,2.35,10380.5,8779.0,152.5,39.0,0.5,0.0018,0.0065
9,na1,DIAMOND,42,20,4.4,20364.14,10238.33,116.76,62.67,0.4762,0.0363,0.1237
9,na1,EMERALD,10,5,4.43,16723.0,9236.6,85.3,56.2,0.5,0.0088,0.0698
9,na1,GOLD,1,1,2.71,36094.0,19162.0,272.0,68.0,1.0,0.001,0.0286
9,na1,PLATINUM,1,0,1.5,18139.0,7734.0,25.0,45.0,0.0,0.0009,0.0428
10,eun1,DIAMOND,7,5,2.09,24435.43,13316.43,235.71,18.57,0.7143,0.0061,0.1671
10,eun1,EMERALD,14,8,4.64,15107.43,11179.36,201.29,18.0,0.5714,0.0122,0.0983
10,eun1,GOLD,16,8,2.25,21294.5,11532.25,202.13,12.31,0.5,0.0149,0.0484
10,eun1,PLATINUM,3,1,1.09,21198.67,11035.67,191.67,15.33,0.3333,0.0026,0.0594
10,euw1,DIAMOND,6,4,2.36,16095.33,10790.67,187.5,11.0,0.6667,0.0052,0.0426
10,euw1,EMERALD,9,5,2.0,23076.11,12797.22,220.67,14.78,0.5556,0.0082,0.0456
10,euw1,GOLD,4,1,1.91,42304.5,16973.25,258.0,21.0,0.25,0.0036,0.048
10,euw1,PLATINUM,9,5,3.05,22482.33,13798.11,250.0,15.11,0.5556,0.0079,0.0567
10,kr,EMERALD,1,0,1.0,13712.0,9090.0,172.0,12.0,0.0,0.0009,0.0036
10,kr,GOLD,2,1,2.38,9831.5,7921.0,144.5,8.5,0.5,0.0018,0.0111
10,na1,EMERALD,17,10,3.83,23290.47,12464.53,232.71,15.76,0.5882,0.015,0.068
10,na1,GOLD,14,10,2.68,20327.5,11446.29,189.07,14.07,0.7143,0.0133,0.0267
10,na1,PLATINUM,1,0,0.5,10488.0,6921.0,114.0,13.0,0.0,0.0009,0.0481
11,eun1,DIAMOND,1,0,0.11,3372.0,6298.0,127.0,14.0,0.0,0.0009,0.1218
11,eun1,GOLD,44,18,1.76,25055.41,12319.89,160.18,19.09,0.4091,0.041,0.1676
11,eun1,PLATINUM,4,3,4.12,22439.75,13074.75,191.0,17.75,0.75,0.0035,0.1965
11,euw1,DIAMOND,1,0,0.92,18838.0,10517.0,135.0,15.0,0.0,0.0009,0.0556
11,euw1,EMERALD,1,1,4.8,27601.0,15149.0,159.0,21.0,1.0,0.0009,0.0949
11,euw1,GOLD,12,5,1.51,12256.58,8987.42,140.33,15.0,0.4167,0.0107,0.0933
11,euw1,PLATINUM,9,1,1.31,20684.44,11820.89,163.44,17.56,0.1111,0.0079,0.0829
11,kr,EMERALD,5,4,2.76,17388.8,10691.8,155.2,17.4,0.8,0.0045,0.0127
11,kr,GOLD,2,0,0.8,11008.5,9667.5,159.5,22.5,0.0,0.0018,0.0296
11,kr,PLATINUM,1,0,0.29,3861.0,4381.0,68.0,7.0,0.0,0.0009,0.0282
11,na1,DIAMOND,1,1,5.4,35744.0,16006.0,214.0,30.0,1.0,0.0009,0.1038
11,na1,EMERALD,5,5,4.62,18640.2,11478.0,157.0,17.0,1.0,0.0044,0.1546
11,na1,GOLD,10,4,2.55,21266.0,13127.4,179.1,24.7,0.4,0.0095,0.1476
12,eun1,DIAMOND,4,0,2.92,8323.25,8256.5,28.25,68.25,0.0,0.0035,0.0139
12,eun1,EMERALD,4,2,2.14,6768.0,6865.0,29.25,43.25,0.5,0.0035,0.0122
12,eun1,GOLD,5,4,4.97,7466.2,7710.6,27.2,45.6,0.8,0.0047,0.0056
12,eun1,PLATINUM,4,2,2.95,6203.0,5673.25,21.5,40.0,0.5,0.0035,0.0079
12,euw1,DIAMOND,9,4,2.38,7053.44,7182.0,23.33,64.67,0.4444,0.0078,0.0182
12,euw1,EMERALD,1,0,1.5,9206.0,6737.0,34.0,51.0,0.0,0.0009,0.01
12,euw1,GOLD,1,0,1.17,7074.0,6297.0,27.0,79.0,0.0,0.0009,0.0115
12,euw1,PLATINUM,2,2,3.27,22601.0,12552.5,106.5,53.5,1.0,0.0017,0.0157
12,kr,DIAMOND,4,2,4.23,4976.25,5027.0,20.0,35.25,0.5,0.0035,0.0226
12,kr,EMERALD,6,4,2.88,7395.17,7139.0,24.0,61.5,0.6667,0.0054,0.0172
12,kr,GOLD,2,1,3.36,11986.0,9760.5,38.0,117.0,0.5,0.0018,0.0148
12,kr,PLATINUM,3,1,2.06,11648.33,9131.67,23.0,85.67,0.3333,0.0026,0.015
12,na1,DIAMOND,3,2,2.27,6224.67,6164.0,19.33,39.67,0.6667,0.0026,0.0251
12,na1,EMERALD,3,1,2.68,7895.33,8078.0,28.33,49.0,0.3333,0.0027,0.0203
12,na1,GOLD,5,4,6.25,9665.2,7600.8,27.6,60.4,0.8,0.0048,0.0571
12,na1,PLATINUM,3,1,0.93,8360.0,7588.0,26.0,61.67,0.3333,0.0027,0.0134
13,eun1,DIAMOND,1,0,6.0,25687.0,14330.0,277.0,27.0,0.0,0.0009,0.0044
13,eun1,EMERALD,4,2,2.22,36460.25,15655.5,258.25,21.5,0.5,0.0035,0.0052
13,eun1,GOLD,2,1,5.08,19865.5,11184.0,197.5,14.5,0.5,0.0019,0.0037
13,euw1,DIAMOND,3,3,6.47,29838.0,14469.0,244.33,33.33,1.0,0.0026,0.007
13,euw1,EMERALD,6,2,3.77,23358.83,11238.83,223.67,15.5,0.3333,0.0055,0.0073
13,euw1,GOLD,1,0,3.0,27785.0,10534.0,186.0,15.0,0.0,0.0009,0.0036
13,kr,DIAMOND,6,2,2.08,28990.5,13153.17,224.5,27.67,0.3333,0.0052,0.0078
13,kr,GOLD,1,0,1.67,43286.0,14066.0,281.0,27.0,0.0,0.0009,0.0055
13,na1,DIAMOND,4,1,2.49,29074.5,13226.75,254.75,14.25,0.25,0.0035,0.0112
13,na1,EMERALD,9,3,3.16,25156.78,12394.22,227.78,27.67,0.3333,0.008,0.0062
14,eun1,EMERALD,27,12,2.15,28424.11,13735.19,228.37,14.59,0.4444,0.0235,0.0035
14,eun1,GOLD,7,1,1.07,25450.57,12203.29,186.86,24.0,0.1429,0.0065,0.0177
14,eun1,PLATINUM,1,1,1.33,48446.0,16879.0,251.0,29.0,1.0,0.0009,0.0279
14,euw1,EMERALD,11,7,2.23,20853.09,12351.18,210.45,8.09,0.6364,0.01,0.0055
14,euw1,GOLD,12,4,1.9,29205.25,13392.83,220.92,13.33,0.3333,0.0107,0.0133
14,kr,DIAMOND,1,0,0.33,10665.0,8827.0,192.0,13.0,0.0,0.0009,0.0069
14,kr,EMERALD,7,3,2.77,18930.29,12427.29,192.57,30.71,0.4286,0.0063,0.0018
14,kr,GOLD,3,0,1.83,26309.67,10849.33,156.67,29.33,0.0,0.0028,0.0046
14,kr,PLATINUM,3,2,1.82,13553.67,10236.33,167.0,14.33,0.6667,0.0026,0.0062
14,na1,DIAMOND,4,0,1.45,19239.5,11776.75,225.25,15.25,0.0,0.0035,0.0112
14,na1,EMERALD,4,1,1.24,21894.25,12035.0,224.5,19.25,0.25,0.0035,0.0141
14,na1,GOLD,7,3,1.31,23130.57,12419.86,183.57,25.57,0.4286,0.0067,0.0181
14,na1,PLATINUM,24,10,1.69,19968.38,10981.17,173.38,12.21,0.4167,0.0214,0.016
15,eun1,DIAMOND,1,0,1.75,20009.0,11174.0,235.0,12.0,0.0,0.0009,0.0061
15,eun1,EMERALD,21,12,3.37,30271.14,12727.76,224.24,20.62,0.5714,0.0183,0.0043
15,eun1,GOLD,1,0,0.6,23700.0,12153.0,213.0,10.0,0.0,0.0009,0.0065
15,eun1,PLATINUM,1,1,7.0,87374.0,31197.0,462.0,27.0,1.0,0.0009,0.0175
15,euw1,DIAMOND,2,1,2.4,26152.5,11441.5,215.0,11.0,0.5,0.0017,0.0087
15,euw1,EMERALD,17,14,5.19,29508.41,13313.18,243.59,15.71,0.8235,0.0155,0.0073
15,euw1,GOLD,2,0,1.07,11063.5,8156.0,163.0,10.0,0.0,0.0018,0.0115
15,euw1,PLATINUM,7,3,3.66,25002.0,13247.71,250.57,17.0,0.4286,0.0061,0.0131
15,kr,DIAMOND,2,1,2.25,20162.5,11342.5,211.5,18.0,0.5,0.0017,0.0052
15,kr,EMERALD,2,1,3.25,14758.5,8180.0,130.5,13.0,0.5,0.0018,0.0109
15,kr,GOLD,16,14,4.49,22070.31,11876.0,206.25,16.56,0.875,0.0148,0.0176
15,kr,PLATINUM,2,0,0.61,11075.5,7421.5,174.5,15.5,0.0,0.0018,0.0168
15,na1,DIAMOND,5,2,2.72,26115.6,12813.8,239.8,12.6,0.4,0.0043,0.0095
15,na1,EMERALD,8,3,3.08,19154.0,10793.13,200.5,14.88,0.375,0.0071,0.0141
15,na1,GOLD,2,1,2.58,18669.0,10584.0,212.5,14.5,0.5,0.0019,0.0133
15,na1,PLATINUM,1,0,0.89,31073.0,15598.0,334.0,18.0,0.0,0.0009,0.0187
16,eun1,DIAMOND,101,49,3.73,6404.8,7704.1,27.79,62.3,0.4851,0.0879,0.0322
16,eun1,EMERALD,1,1,6.5,6243.0,6775.0,25.0,71.0,1.0,0.0009,0.0174
16,eun1,GOLD,1,0,2.0,8578.0,7074.0,23.0,40.0,0.0,0.0009,0.0251
16,eun1,PLATINUM,1,0,1.88,6193.0,7158.0,19.0,63.0,0.0,0.0009,0.0332
16,euw1,EMERALD,7,3,2.83,5540.0,7470.0,22.14,46.57,0.4286,0.0064,0.0146
16,euw1,PLATINUM,3,1,1.03,4907.33,5753.0,21.0,58.67,0.3333,0.0026,0.0271
16,kr,DIAMOND,38,18,3.52,7001.97,7455.61,18.53,67.18,0.4737,0.033,0.0017
16,kr,EMERALD,1,1,4.0,6208.0,8330.0,29.0,83.0,1.0,0.0009,0.0027
16,kr,GOLD,1,1,4.13,8147.0,13200.0,7.0,126.0,1.0,0.0009,0.0037
16,kr,PLATINUM,1,0,,107.0,516.0,0.0,0.0,0.0,0.0009,0.0
16,na1,EMERALD,22,13,4.27,6297.32,7261.05,22.86,48.55,0.5909,0.0194,0.023
16,na1,GOLD,4,4,3.03,5348.25,7967.75,19.5,59.0,1.0,0.0038,0.02
16,na1,PLATINUM,14,9,3.28,5743.71,8267.14,25.71,74.07,0.6429,0.0125,0.0285
17,eun1,GOLD,13,6,3.52,29899.46,12656.92,181.69,26.08,0.4615,0.0121,0.1257
17,eun1,PLATINUM,13,11,2.25,36657.92,13432.77,191.69,25.69,0.8462,0.0114,0.0943
17,euw1,EMERALD,8,6,1.89,39359.38,14743.38,258.38,27.63,0.75,0.0073,0.0319
17,euw1,GOLD,9,6,2.3,37003.44,12529.11,195.0,12.89,0.6667,0.008,0.1048
17,euw1,PLATINUM,1,1,3.0,24191.0,12336.0,178.0,18.0,1.0,0.0009,0.0611
17,kr,EMERALD,1,1,2.75,19364.0,12304.0,178.0,25.0,1.0,0.0009,0.0253
17,kr,GOLD,2,1,0.97,30981.0,12065.5,189.5,19.0,0.5,0.0018,0.1442
17,na1,EMERALD,1,1,4.67,25537.0,11648.0,193.0,12.0,1.0,0.0009,0.0345
17,na1,GOLD,8,4,1.56,21309.0,10474.0,192.38,19.88,0.5,0.0076,0.1552
17,na1,PLATINUM,5,3,2.12,21161.4,10163.8,167.0,23.8,0.6,0.0045,0.0758
18,eun1,DIAMOND,1,0,0.56,12649.0,9667.0,163.0,12.0,0.0,0.0009,0.0627
18,eun1,EMERALD,7,5,4.56,25490.14,13709.71,210.29,20.71,0.7143,0.0061,0.0417
18,eun1,GOLD,6,4,2.78,29659.17,16555.33,256.83,28.0,0.6667,0.0056,0.0512
18,eun1,PLATINUM,6,2,3.54,17325.0,12245.0,189.67,19.83,0.3333,0.0052,0.0393
18,euw1,EMERALD,10,6,2.77,28563.5,13446.4,189.1,14.3,0.6,0.0091,0.0557
18,euw1,GOLD,11,6,3.08,17385.82,10827.73,179.55,16.64,0.5455,0.0098,0.048
18,euw1,PLATINUM,6,4,3.07,25543.5,13320.83,201.67,18.83,0.6667,0.0052,0.0506
18,kr,DIAMOND,1,0,0.2,5423.0,4525.0,93.0,5.0,0.0,0.0009,0.0929
18,kr,EMERALD,8,6,4.41,28086.75,13141.38,193.75,19.0,0.75,0.0072,0.0724
18,kr,GOLD,3,2,3.25,27334.33,14507.33,240.33,26.0,0.6667,0.0028,0.0351
18,kr,PLATINUM,4,3,2.65,18943.0,12269.75,175.75,18.75,0.75,0.0035,0.0494
18,na1,DIAMOND,13,6,3.26,25342.85,13155.77,202.15,14.15,0.4615,0.0112,0.1375
18,na1,EMERALD,7,5,5.23,27280.86,12463.14,161.43,21.14,0.7143,0.0062,0.068
18,na1,GOLD,4,1,2.62,33998.0,16386.75,243.75,27.0,0.25,0.0038,0.0581
18,na1,PLATINUM,1,0,1.71,19379.0,10840.0,176.0,12.0,0.0,0.0009,0.0508
19,eun1,DIAMOND,7,2,1.78,16365.71,7967.0,131.86,9.86,0.2857,0.0061,0.0322
19,eun1,EMERALD,19,13,4.54,18723.0,10544.58,160.89,14.37,0.6842,0.0165,0.0704
19,eun1,GOLD,7,2,2.82,20987.14,12738.86,179.14,25.29,0.2857,0.0065,0.121
19,eun1,PLATINUM,3,2,5.46,17650.0,9484.0,123.67,13.0,0.6667,0.0026,0.1162
19,euw1,EMERALD,1,1,1.0,22985.0,13130.0,217.0,29.0,1.0,0.0009,0.0529
19,euw1,GOLD,5,4,3.59,33799.4,16243.8,216.6,21.6,0.8,0.0044,0.1696
19,euw1,PLATINUM,7,4,4.0,18865.57,12413.14,187.29,12.29,0.5714,0.0061,0.1099
19,kr,DIAMOND,15,8,1.54,15483.33,9906.27,172.07,15.07,0.5333,0.013,0.0356
19,kr,PLATINUM,1,1,5.33,11838.0,10230.0,147.0,9.0,1.0,0.0009,0.0521
19,na1,DIAMOND,4,2,1.52,28060.75,12343.75,135.25,14.0,0.5,0.0035,0.0225
19,na1,EMERALD,10,5,2.83,31949.8,12318.6,176.2,12.3,0.5,0.0088,0.0442
19,na1,GOLD,5,2,1.84,19759.0,11562.6,163.6,23.2,0.4,0.0048,0.139
20,eun1,DIAMOND,47,25,4.82,16943.94,11571.6,168.17,16.7,0.5319,0.0409,0.0096
20,eun1,EMERALD,2,1,3.58,22351.0,12155.0,188.0,15.0,0.5,0.0017,0.0113
20,eun1,GOLD,2,1,5.08,15748.0,12792.5,209.0,16.5,0.5,0.0019,0.014
20,euw1,DIAMOND,1,0,2.43,14330.0,8960.0,141.0,13.0,0.0,0.0009,0.0052
20,euw1,GOLD,2,0,2.13,22177.0,12527.5,163.5,15.0,0.0,0.0018,0.008
20,euw1,PLATINUM,7,4,7.98,17969.0,11299.29,147.14,16.14,0.5714,0.0061,0.007
20,kr,EMERALD,3,2,8.77,10475.33,9450.0,152.33,20.0,0.6667,0.0027,0.0027
20,kr,GOLD,1,0,2.4,15489.0,10964.0,171.0,28.0,0.0,0.0009,0.0028
20,kr,PLATINUM,1,0,1.0,9370.0,8004.0,127.0,6.0,0.0,0.0009,0.0062
20,na1,DIAMOND,47,22,5.0,14210.28,10586.91,177.68,15.51,0.4681,0.0407,0.0216
20,na1,EMERALD,3,2,3.85,13922.0,8110.67,113.33,10.67,0.6667,0.0027,0.0141
20,na1,PLATINUM,3,1,1.53,15651.0,10145.0,142.33,11.0,0.3333,0.0027,0.016
21,eun1,DIAMOND,4,3,2.93,25571.0,12460.25,186.5,20.5,0.75,0.0035,0.0148
21,eun1,EMERALD,14,7,2.81,25525.93,12087.86,191.86,22.0,0.5,0.0122,0.0287
21,eun1,GOLD,5,3,2.85,24839.8,13000.6,199.2,18.2,0.6,0.0047,0.0605
21,eun1,PLATINUM,15,9,3.01,30208.27,13731.2,209.0,18.47,0.6,0.0131,0.055
21,euw1,EMERALD,8,3,3.07,27493.13,12614.88,211.0,15.38,0.375,0.0073,0.0301
21,euw1,GOLD,16,11,4.53,27596.5,13058.69,207.13,12.69,0.6875,0.0142,0.0533
21,euw1,PLATINUM,33,19,2.76,22840.64,12996.64,210.12,18.97,0.5758,0.0288,0.0262
21,kr,DIAMOND,8,4,3.56,23189.5,11979.13,193.25,25.0,0.5,0.0069,0.0451
21,kr,EMERALD,12,8,3.73,23501.0,12027.08,203.0,18.08,0.6667,0.0109,0.1692
21,kr,GOLD,24,17,5.8,21086.42,11861.71,204.63,18.21,0.7083,0.0222,0.1303
21,kr,PLATINUM,6,4,2.25,20396.33,12447.83,204.5,17.83,0.6667,0.0053,0.165
21,na1,EMERALD,2,0,0.94,17092.5,11646.5,190.0,14.0,0.0,0.0018,0.0274
21,na1,GOLD,5,3,3.16,33431.6,14352.0,216.8,19.4,0.6,0.0048,0.0619
21,na1,PLATINUM,12,6,2.48,17636.25,10375.42,117.17,34.83,0.5,0.0107,0.0597
22,eun1,DIAMOND,1,0,2.29,23925.0,11934.0,186.0,15.0,0.0,0.0009,0.0113
22,eun1,EMERALD,18,11,3.73,20446.89,11237.33,185.28,21.67,0.6111,0.0157,0.0217
22,eun1,GOLD,22,15,5.51,19450.86,10547.5,168.14,19.32,0.6818,0.0205,0.0233
22,eun1,PLATINUM,2,1,3.49,29762.5,13332.0,198.5,24.0,0.5,0.0017,0.0192
22,euw1,DIAMOND,20,12,3.66,22267.3,11835.35,170.95,25.85,0.6,0.0174,0.0182
22,euw1,EMERALD,7,3,3.08,24557.0,11906.57,194.86,20.86,0.4286,0.0064,0.0365
22,euw1,GOLD,8,4,3.34,26415.75,13985.88,193.0,36.0,0.5,0.0071,0.0249
22,euw1,PLATINUM,19,10,2.82,24077.26,11946.16,181.84,26.68,0.5263,0.0166,0.0393
22,kr,DIAMOND,3,0,1.77,40895.67,13524.33,201.0,52.67,0.0,0.0026,0.0408
22,kr,EMERALD,19,10,3.8,19282.21,10507.16,171.95,28.32,0.5263,0.0172,0.1602
22,kr,GOLD,6,4,4.2,23578.67,11864.17,158.67,37.33,0.6667,0.0055,0.0739
22,kr,PLATINUM,16,5,2.4,19385.19,9979.94,155.5,34.44,0.3125,0.0141,0.0953
22,na1,DIAMOND,4,4,5.06,24889.0,12794.0,196.0,16.75,1.0,0.0035,0.0199
22,na1,EMERALD,13,7,2.75,21121.31,11384.77,188.92,19.31,0.5385,0.0115,0.0336
22,na1,GOLD,3,1,1.47,22139.67,12451.33,219.0,22.33,0.3333,0.0029,0.0486
22,na1,PLATINUM,7,2,1.54,14110.43,8348.43,75.71,43.71,0.2857,0.0062,0.0526
23,eun1,GOLD,2,0,1.98,25176.5,15297.5,262.0,25.5,0.0,0.0019,0.0233
23,eun1,PLATINUM,1,0,0.6,13512.0,14292.0,297.0,19.0,0.0,0.0009,0.0201
23,euw1,GOLD,2,1,1.43,18757.5,11241.0,198.5,14.0,0.5,0.0018,0.0231
23,kr,DIAMOND,35,17,1.89,16622.26,9971.14,181.57,13.66,0.4857,0.0304,0.0043
23,kr,EMERALD,1,1,3.75,20387.0,17600.0,285.0,28.0,1.0,0.0009,0.0027
23,kr,PLATINUM,1,0,1.11,32459.0,17405.0,268.0,18.0,0.0,0.0009,0.0026
23,na1,DIAMOND,2,2,3.5,14475.0,11574.0,195.5,14.0,1.0,0.0017,0.0433
23,na1,EMERALD,2,1,2.41,23491.0,14751.0,257.0,13.5,0.5,0.0018,0.0247
23,na1,GOLD,3,0,0.83,17052.67,10492.67,211.67,14.33,0.0,0.0029,0.0371
24,eun1,DIAMOND,1,0,0.29,11482.0,8185.0,172.0,18.0,0.0,0.0009,0.0705
24,eun1,EMERALD,6,3,3.51,19237.5,11563.5,164.67,13.83,0.5,0.0052,0.1017
24,eun1,GOLD,4,2,1.77,13972.0,9587.25,123.0,14.5,0.5,0.0037,0.0866
24,eun1,PLATINUM,2,0,0.55,8424.0,6496.0,50.0,32.5,0.0,0.0017,0.0882
24,euw1,DIAMOND,7,4,1.76,15840.29,10418.29,187.0,11.29,0.5714,0.0061,0.1025
24,euw1,EMERALD,4,3,2.36,25034.5,12482.25,186.0,14.0,0.75,0.0036,0.0785
24,euw1,GOLD,4,1,1.28,27691.5,12367.5,169.5,13.0,0.25,0.0036,0.0568
24,euw1,PLATINUM,2,1,1.94,21275.5,11117.5,186.5,14.5,0.5,0.0017,0.0908
24,kr,DIAMOND,8,4,1.56,19374.63,10994.5,187.5,22.75,0.5,0.0069,0.0911
24,kr,EMERALD,11,6,1.2,21635.18,10913.18,177.36,13.64,0.5455,0.01,0.0624
24,kr,GOLD,8,4,1.48,13633.0,8290.0,141.75,13.63,0.5,0.0074,0.0896
24,kr,PLATINUM,9,3,1.84,22554.89,12139.78,177.11,21.89,0.3333,0.0079,0.075
24,na1,DIAMOND,6,2,1.71,19186.67,11997.83,184.5,17.5,0.3333,0.0052,0.1142
24,na1,EMERALD,19,12,4.54,22168.95,12333.11,186.68,19.16,0.6316,0.0168,0.0981
24,na1,GOLD,11,7,4.5,27588.18,13640.73,198.45,26.73,0.6364,0.0105,0.0581
25,eun1,DIAMOND,2,0,1.75,17868.5,10293.0,38.0,92.5,0.0,0.0017,0.067
25,eun1,EMERALD,11,6,2.84,18375.09,8998.64,43.27,62.18,0.5455,0.0096,0.1243
25,eun1,GOLD,4,1,3.62,24480.5,11809.25,95.25,71.0,0.25,0.0037,0.3175
25,eun1,PLATINUM,16,11,5.97,16813.69,9428.88,64.25,51.19,0.6875,0.014,0.2594
25,euw1,DIAMOND,3,2,3.59,11349.67,8622.33,39.0,49.33,0.6667,0.0026,0.0191
25,euw1,EMERALD,1,1,,0.0,506.0,0.0,0.0,1.0,0.0009,0.0465
25,euw1,GOLD,5,2,2.56,12903.2,8898.8,68.4,55.4,0.4,0.0044,0.2096
25,euw1,PLATINUM,8,5,3.72,17611.88,9294.25,52.63,66.5,0.625,0.007,0.1213
25,kr,DIAMOND,3,1,2.51,21614.0,11205.67,165.33,31.0,0.3333,0.0026,0.0148
25,kr,EMERALD,4,2,1.94,10142.5,8333.75,108.25,37.5,0.5,0.0036,0.0407
25,kr,GOLD,1,0,2.0,20168.0,10537.0,67.0,37.0,0.0,0.0009,0.097
25,na1,EMERALD,5,1,2.16,7215.0,6742.0,34.4,58.8,0.2,0.0044,0.0689
25,na1,GOLD,7,2,1.81,11549.43,6856.0,37.43,46.71,0.2857,0.0067,0.2229
25,na1,PLATINUM,4,2,5.53,23252.5,10317.75,43.5,79.0,0.5,0.0036,0.1604
26,eun1,EMERALD,10,4,2.36,10319.3,8415.4,30.2,77.2,0.4,0.0087,0.0078
26,eun1,GOLD,2,2,4.0,6373.0,6722.5,28.5,36.5,1.0,0.0019,0.0009
26,eun1,PLATINUM,8,1,5.14,7743.88,7132.13,69.25,50.75,0.125,0.007,0.0061
26,euw1,EMERALD,34,19,8.43,17602.79,9980.41,152.32,37.82,0.5588,0.031,0.021
26,euw1,GOLD,1,1,5.0,36252.0,14005.0,107.0,100.0,1.0,0.0009,0.0133
26,euw1,PLATINUM,1,0,3.17,14740.0,12341.0,140.0,127.0,0.0,0.0009,0.0087
26,na1,DIAMOND,1,1,3.0,5732.0,7926.0,36.0,83.0,1.0,0.0009,0.0225
26,na1,EMERALD,1,1,4.25,6461.0,6478.0,21.0,57.0,1.0,0.0009,0.015
26,na1,GOLD,12,5,4.14,13828.92,9231.0,67.75,66.08,0.4167,0.0114,0.0076
27,eun1,EMERALD,1,0,1.0,15502.0,9412.0,127.0,18.0,0.0,0.0009,0.0026
27,eun1,GOLD,1,0,0.33,3275.0,3516.0,68.0,12.0,0.0,0.0009,0.0037
27,euw1,EMERALD,1,1,5.0,22960.0,14378.0,298.0,21.0,1.0,0.0009,0.0027
27,euw1,PLATINUM,14,8,3.24,24766.14,12671.79,216.5,28.93,0.5714,0.0122,0.0026
27,kr,EMERALD,1,1,3.0,21225.0,13632.0,248.0,20.0,1.0,0.0009,0.0063
27,kr,GOLD,3,1,0.84,17669.0,10901.0,223.0,12.0,0.3333,0.0028,0.0046
27,na1,PLATINUM,3,3,3.75,19628.33,13000.33,196.33,16.33,1.0,0.0027,0.0116
28,eun1,PLATINUM,2,0,2.25,15184.5,6258.0,73.0,17.5,0.0,0.0017,0.0262
28,euw1,DIAMOND,35,22,5.21,21860.63,11573.49,156.14,21.03,0.6286,0.0304,0.0539
28,euw1,EMERALD,2,2,4.75,21657.5,11932.0,188.5,21.0,1.0,0.0018,0.0666
28,euw1,PLATINUM,2,0,1.44,12443.5,9882.5,131.5,15.0,0.0,0.0017,0.0794
